id,"term",idf,df
1145709,"advanect",4.058008232715403,1
1121777,"advantage",2.779254631762231,19
1205070,"advantageous",3.279856982331683,6
1116022,"advantages",2.231933430013968,67
1288938,"adverse",3.580886977995664,3
1107454,"adversely",4.058008232715403,1
1155323,"advice",3.756978237051421,2
1445319,"advisory",4.058008232715403,1
1343975,"advocated",4.058008232715403,1
1285863,"ae",3.756978237051421,2
1363731,"aee",4.058008232715403,1
1115112,"aerial",1.997310392358941,115
1121829,"aerials",2.489806508647154,37
1261984,"aeriel",4.058008232715403,1
1130558,"aerobee",3.756978237051421,2
1290525,"aerodynamic",3.580886977995664,3
1308837,"aerolene",4.058008232715403,1
1170778,"aerology",4.058008232715403,1
1290184,"aeromagnetic",4.058008232715403,1
1266135,"aeromagnetometer",4.058008232715403,1
1254862,"aeronautical",4.058008232715403,1
1147261,"aeronautics",3.756978237051421,2
1300935,"aeronomic",4.058008232715403,1
1435250,"aeronomy",4.058008232715403,1
1203063,"aerosol",4.058008232715403,1
1282094,"aether",3.359038228379384,5
1149715,"af",2.325614472892130,54
1435450,"afbmd",4.058008232715403,1
1188372,"afc",3.279856982331683,6
1107083,"affect",2.978826986667474,12
1113451,"affected",2.779254631762231,19
1107441,"affecting",2.643034884743673,26
1325864,"affects",4.058008232715403,1
1231868,"affinity",3.580886977995664,3
1237506,"afford",3.279856982331683,6
1257095,"afforded",4.058008232715403,1
1330048,"affording",3.756978237051421,2
1253271,"affords",3.359038228379384,5
1339759,"afghanistan",4.058008232715403,1
1180710,"africa",2.802735727611792,18
1110203,"after",1.879031285417331,151
1124999,"afterglow",3.154918245723459,8
1162341,"afterglowing",4.058008232715403,1
1289275,"afterglows",3.756978237051421,2
1116380,"afternoon",2.944064880408148,13
1177131,"afternoons",4.058008232715403,1
1148841,"ag",2.978826986667474,12
1165118,"again",3.103765723275774,9
1126836,"against",2.445224375994147,41
1261631,"agassiz",4.058008232715403,1
1285624,"agc",3.279856982331683,6
1171386,"age",3.279856982331683,6
1167141,"agencies",3.756978237051421,2
1388487,"agency",4.058008232715403,1
1175726,"agent",3.455948241387440,4
1330003,"agents",3.580886977995664,3
1246876,"aggregates",4.058008232715403,1
1232423,"aging",3.103765723275774,9
1227951,"agitation",3.359038228379384,5
1265170,"agitational",4.058008232715403,1
1298212,"agl",4.058008232715403,1
1110340,"agree",2.404795718938729,45
1144340,"agreed",3.103765723275774,9
1121010,"agreeing",4.058008232715403,1
1107022,"agreement",1.701982375521026,227
1109855,"agrees",2.643034884743673,26
1276577,"agrimeter",4.058008232715403,1
1402249,"aguilar",4.058008232715403,1
1348893,"agwac",4.058008232715403,1
1243845,"ahalwo",4.058008232715403,1
1150960,"ahead",3.580886977995664,3
1126870,"ahmedabad",3.016615547557177,11
1135617,"ai",3.756978237051421,2
1117449,"aid",2.660068224043365,25
1180617,"aids",3.580886977995664,3
1153043,"aiee",3.455948241387440,4
1290024,"aim",3.756978237051421,2
1364191,"aimed",4.058008232715403,1
1108536,"air",1.902672195249923,143
1188093,"airboard",4.058008232715403,1
1172531,"airborne",2.735788937981407,21
1147660,"aircraft",2.779254631762231,19
1302154,"aircrew",4.058008232715403,1
1266525,"aires",4.058008232715403,1
1290658,"airflow",4.058008232715403,1
1140912,"airglow",2.610850201372575,28
1280765,"airliners",4.058008232715403,1
1132819,"airy",4.058008232715403,1
1372075,"airys",4.058008232715403,1
1393931,"akgun",4.058008232715403,1
1262282,"akita",3.756978237051421,2
1112577,"al",2.089525284160479,93
1249709,"alarm",3.580886977995664,3
1113344,"alaska",2.881916973659531,15
1129589,"albedo",3.058008232715403,10
1453665,"albedos",4.058008232715403,1
1446927,"albert",4.058008232715403,1
1227813,"alcohol",3.212910192701070,7
1330550,"alent",4.058008232715403,1
1392202,"alert",4.058008232715403,1
1315654,"alexanderson",4.058008232715403,1
1117140,"alfven",3.212910192701070,7
1129262,"alfvens",3.455948241387440,4
1135364,"algebra",2.944064880408148,13
1152290,"algebraic",2.756978237051421,20
1149061,"algebraically",3.580886977995664,3
1215366,"algorithm",3.756978237051421,2
1184214,"alibag",3.455948241387440,4
1134807,"aligned",2.696280396697582,23
1375616,"aligning",4.058008232715403,1
1115172,"alignment",2.944064880408148,13
1291672,"aliphatic",3.756978237051421,2
1192840,"alkali",3.103765723275774,9
1185244,"alkaline",3.580886977995664,3
1109853,"all",1.746254371658128,205
1108953,"allen",2.414555556229215,44
1305771,"alleviated",4.058008232715403,1
1366761,"allied",4.058008232715403,1
1345771,"allotted",4.058008232715403,1
1144418,"allow",2.881916973659531,15
1231075,"allowable",3.756978237051421,2
1143493,"allowance",3.212910192701070,7
1391770,"allowances",4.058008232715403,1
1129234,"allowed",3.016615547557177,11
1141210,"allowing",2.696280396697582,23
1135426,"allows",2.881916973659531,15
1114351,"alloy",2.779254631762231,19
1111867,"alloyed",4.058008232715403,1
1135104,"alloying",3.756978237051421,2
1114365,"alloys",3.212910192701070,7
1111678,"almost",2.434758942317426,42
1311128,"aloft",4.058008232715403,1
1154183,"alon",3.756978237051421,2
1115533,"alone",2.779254631762231,19
1110142,"along",1.940736937058840,131
1119217,"alpha",3.279856982331683,6
1226020,"alphabetic",4.058008232715403,1
1120240,"alphanumeric",3.580886977995664,3
1207373,"alphen",3.756978237051421,2
1232619,"alps",4.058008232715403,1
1115870,"already",3.154918245723459,8
1422169,"als",4.058008232715403,1
1396261,"alsf",4.058008232715403,1
1107714,"also",1.282761972960574,596
1121850,"altazimuth",4.058008232715403,1
1154128,"alter",3.212910192701070,7
1238231,"alteration",3.580886977995664,3
1178295,"altered",3.359038228379384,5
1185769,"altering",3.212910192701070,7
1331652,"alternate",3.359038228379384,5
1139488,"alternately",3.279856982331683,6
1347234,"alternates",4.058008232715403,1
1110928,"alternating",2.272678397703002,61
1278638,"alternation",4.058008232715403,1
1282169,"alternations",3.756978237051421,2
1110781,"alternative",2.376766995338599,48
1313750,"alternatively",3.756978237051421,2
1158409,"alternatives",3.580886977995664,3
1208190,"alternator",3.756978237051421,2
1322462,"alters",3.756978237051421,2
1150983,"although",2.626644468556111,27
1109449,"altitude",2.098966840392903,91
1112496,"altitudes",2.445224375994147,41
1315733,"alumina",4.058008232715403,1
1155522,"aluminium",3.154918245723459,8
1248217,"aluminum",4.058008232715403,1
1218008,"alvens",3.756978237051421,2
1114980,"always",2.677796991003492,24
1163428,"am",2.802735727611792,18
1136952,"amateur",3.279856982331683,6
1229473,"amateurs",4.058008232715403,1
1279615,"amberley",3.580886977995664,3
1122447,"ambient",2.779254631762231,19
1222650,"ambiguities",4.058008232715403,1
1259676,"ambiguity",4.058008232715403,1
1121483,"ambiguous",4.058008232715403,1
1122041,"ambipolar",3.058008232715403,10
1438389,"amd",4.058008232715403,1
1250545,"amenable",3.756978237051421,2
1197929,"amendable",4.058008232715403,1
1118485,"amental",4.058008232715403,1
1308667,"amer",4.058008232715403,1
1170358,"america",2.978826986667474,12
1108956,"american",2.978826986667474,12
1263725,"amfm",4.058008232715403,1
1189562,"amine",4.058008232715403,1
1412540,"amined",4.058008232715403,1
1107440,"ammonia",2.735788937981407,21
1202000,"amode",4.058008232715403,1
1178754,"among",2.911880197037088,14
1388752,"amongst",4.058008232715403,1
1227857,"amorphous",4.058008232715403,1
1114623,"amount",2.478224636097528,38
1311176,"amounting",4.058008232715403,1
1213774,"amounts",3.279856982331683,6
1178695,"ampere",3.212910192701070,7
1181015,"amperes",3.359038228379384,5
1120110,"amplidyne",4.058008232715403,1
1271381,"amplifer",3.756978237051421,2
1230886,"amplifers",4.058008232715403,1
1107674,"amplification",1.840524288497316,165
1452300,"amplifications",4.058008232715403,1
1110702,"amplified",2.626644468556111,27
1107892,"amplifier",1.166470775017948,779
1106847,"amplifiers",1.345358531084239,516
1149299,"amplify",3.580886977995664,3
1127487,"amplifying",2.660068224043365,25
1107381,"amplitude",1.529091532431896,338
1115794,"amplitudes",2.404795718938729,45
1350048,"amsed",4.058008232715403,1
1163376,"amsterdam",3.756978237051421,2
1371233,"amu",4.058008232715403,1
1106841,"an",0.599370383599505,2875
1233345,"analog",2.552858254395496,32
1114727,"analogies",2.978826986667474,12
1165072,"analogous",2.735788937981407,21
1263492,"analogs",4.058008232715403,1
1106840,"analogue",1.767973621350984,195
1162169,"analogues",2.911880197037088,14
1126609,"analogy",2.677796991003492,24
1165295,"analyse",3.103765723275774,9
1107138,"analysed",1.735788937975023,210
1107793,"analyser",2.309820205708594,56
1164797,"analysers",3.016615547557177,11
1119471,"analyses",2.827559311337091,17
1124404,"analysing",2.610850201372575,28
1107239,"analysis",1.069449275825691,974
1114745,"analytic",3.212910192701070,7
1108325,"analytical",2.376766995338599,48
1170557,"analytically",3.212910192701070,7
1205782,"analyzed",4.058008232715403,1
1196728,"analyzer",2.978826986667474,12
1215378,"analyzers",3.756978237051421,2
1216164,"analyzing",3.756978237051421,2
1125527,"anasotropic",4.058008232715403,1
1324331,"anastigmatic",4.058008232715403,1
1439024,"anc",4.058008232715403,1
1304942,"anchor",4.058008232715403,1
1255594,"ancient",4.058008232715403,1
1141618,"ancillary",3.756978237051421,2
1106828,"and",0.196115542128184,7276
1234253,"anden",4.058008232715403,1
1388109,"anderson",4.058008232715403,1
1207597,"andersons",4.058008232715403,1
1342453,"andrejewski",4.058008232715403,1
1261270,"andrews",3.756978237051421,2
1176539,"andromeda",3.455948241387440,4
1107197,"andt",4.058008232715403,1
1261135,"andtamms",4.058008232715403,1
1129640,"ane",4.058008232715403,1
1269610,"anemometer",4.058008232715403,1
1240704,"ange",4.058008232715403,1
1239742,"angeles",4.058008232715403,1
1107972,"angle",2.020581734774057,109
1114874,"angled",3.279856982331683,6
1108485,"angles",2.385910374777975,47
1406355,"anglo",4.058008232715403,1
1114173,"angular",2.212910192700006,70
1409337,"angularities",4.058008232715403,1
1229574,"anisometric",4.058008232715403,1
1125520,"anisotropic",2.414555556229215,44
1241533,"anisotropically",3.580886977995664,3
1434302,"anisotropies",4.058008232715403,1
1139382,"anisotropy",2.660068224043365,25
1215133,"annals",4.058008232715403,1
1184248,"annamalainagar",4.058008232715403,1
1348603,"annealing",3.580886977995664,3
1431001,"annihilation",4.058008232715403,1
1199997,"annotated",3.580886977995664,3
1245088,"announcing",4.058008232715403,1
1113045,"annual",2.466943625688485,39
1151443,"annually",4.058008232715403,1
1113763,"annular",2.881916973659531,15
1391288,"annulled",3.756978237051421,2
1332823,"annulus",4.058008232715403,1
1356091,"annum",3.580886977995664,3
1107712,"anode",1.982461271319604,119
1132774,"anodes",3.279856982331683,6
1174799,"anodized",3.756978237051421,2
1113235,"anomalies",2.466943625688485,39
1170581,"anomalistic",4.058008232715403,1
1108361,"anomalous",2.279856982330999,60
1279986,"anomalously",3.580886977995664,3
1116363,"anomaly",2.660068224043365,25
1118722,"another",2.414555556229215,44
1418865,"ans",4.058008232715403,1
1126544,"ansatz",4.058008232715403,1
1232347,"answer",3.580886977995664,3
1283946,"answers",4.058008232715403,1
1110452,"antarctic",2.779254631762231,19
1145215,"antarctica",3.212910192701070,7
1121837,"antenna",2.827559311337091,17
1188558,"antennas",3.359038228379384,5
1159852,"anti",3.103765723275774,9
1261197,"anticathodes",4.058008232715403,1
1437310,"anticipated",4.058008232715403,1
1201487,"anticlockwise",4.058008232715403,1
1128985,"antiferro",3.756978237051421,2
1195838,"antiferroelectricity",4.058008232715403,1
1176215,"antiferromagnet",4.058008232715403,1
1136520,"antiferromagnetic",3.103765723275774,9
1189436,"antiferromagnetism",2.978826986667474,12
1394503,"antiferromagnets",4.058008232715403,1
1194285,"antilogarithms",4.058008232715403,1
1396770,"antimetric",3.756978237051421,2
1264544,"antimetrical",3.212910192701070,7
1203585,"antinodal",4.058008232715403,1
1118317,"antiparallel",3.756978237051421,2
1138817,"antiphase",3.580886977995664,3
1177093,"antipodal",4.058008232715403,1
1226906,"antiresonance",3.580886977995664,3
1168228,"antiresonant",3.359038228379384,5
1271056,"antistatic",4.058008232715403,1
1408420,"antisymmetric",4.058008232715403,1
1414875,"antisymmetrical",4.058008232715403,1
1189346,"anxiliary",3.756978237051421,2
1112839,"any",1.793190409700394,184
1326944,"anywhere",3.756978237051421,2
1400718,"ao",4.058008232715403,1
1391370,"aoaipparatus",4.058008232715403,1
1118358,"aoe",3.455948241387440,4
1124678,"aoolied",4.058008232715403,1
1297558,"ap",3.756978237051421,2
1110015,"apart",2.595610234815497,29
1168133,"aperiodic",3.154918245723459,8
1375804,"aperiodicity",4.058008232715403,1
1108443,"aperture",2.309820205708594,56
1120398,"apertures",2.756978237051421,20
1115531,"apex",3.756978237051421,2
1122151,"apia",3.455948241387440,4
1288617,"apices",4.058008232715403,1
1337603,"apir",4.058008232715403,1
1122436,"apis",4.058008232715403,1
1434974,"apogee",4.058008232715403,1
1187281,"appa",4.058008232715403,1
1114642,"apparatus",2.149523213836449,81
1109061,"apparent",2.279856982330999,60
1109560,"apparently",3.016615547557177,11
1122689,"appear",2.359038228379384,50
1111547,"appearance",2.802735727611792,18
1133734,"appearances",4.058008232715403,1
1126972,"appeared",3.154918245723459,8
1121445,"appearing",3.212910192701070,7
1107336,"appears",2.258667683260149,63
1337836,"appended",4.058008232715403,1
1271917,"appendices",3.279856982331683,6
1194384,"appendix",2.779254631762231,19
1322433,"apper",4.058008232715403,1
1109998,"appleton",2.677796991003492,24
1242300,"appletons",3.580886977995664,3
1344805,"appli",4.058008232715403,1
1113972,"applicability",3.016615547557177,11
1111847,"applicable",2.113525560565234,88
1107546,"application",1.404795718926759,450
1107553,"applications",1.544790632640168,326
1107249,"applied",1.434758942303062,420
1120916,"applies",2.978826986667474,12
1190956,"apply",2.827559311337091,17
1127859,"applying",2.342004889079691,52
1350057,"apportioning",4.058008232715403,1
1199865,"appraisal",4.058008232715403,1
1117542,"appreaches",4.058008232715403,1
1107462,"appreciable",2.539494292837097,33
1109878,"appreciably",3.058008232715403,10
1171602,"appreciate",4.058008232715403,1
1114932,"approach",2.238464297171862,66
1116284,"approached",3.058008232715403,10
1117530,"approaches",2.827559311337091,17
1106903,"approaching",3.058008232715403,10
1287923,"approprate",4.058008232715403,1
1331706,"appropriat",4.058008232715403,1
1112190,"appropriate",2.325614472892130,54
1192819,"appropriately",3.058008232715403,10
1111558,"approximate",1.989822370965859,117
1126690,"approximated",3.016615547557177,11
1109384,"approximately",2.098966840392903,91
1111756,"approximates",3.580886977995664,3
1185379,"approximating",3.279856982331683,6
1108308,"approximation",1.968103121271369,123
1107250,"approximations",2.445224375994147,41
1336704,"apreciable",4.058008232715403,1
1108884,"april",2.245094876070647,65
1437244,"apsects",4.058008232715403,1
1112642,"apsidal",3.756978237051421,2
1196865,"apsides",4.058008232715403,1
1321549,"aquarid",4.058008232715403,1
1297222,"aquarids",3.756978237051421,2
1171456,"aqueous",3.154918245723459,8
1136210,"ar",2.715585551893196,22
1236042,"arabic",4.058008232715403,1
1113134,"arace",4.058008232715403,1
1240211,"araldite",4.058008232715403,1
1160168,"arbit",4.058008232715403,1
1141869,"arbitary",3.756978237051421,2
1230993,"arbitrarily",3.058008232715403,10
1112089,"arbitrary",2.045171008008102,103
1107768,"arc",2.367812152686547,49
1427056,"arcetri",4.058008232715403,1
1446006,"archipelago",4.058008232715403,1
1116946,"arcs",2.881916973659531,15
1113249,"arctic",2.853888250059478,16
1106862,"are",0.393742432525776,4616
1110016,"area",2.279856982330999,60
1290189,"areal",4.058008232715403,1
1135126,"areas",2.643034884743673,26
1196552,"arend",4.058008232715403,1
1139811,"argand",4.058008232715403,1
1326154,"argence",4.058008232715403,1
1121202,"argon",2.696280396697582,23
1106856,"argument",3.359038228379384,5
1114455,"arguments",2.978826986667474,12
1109488,"argus",2.944064880408148,13
1253835,"ariation",4.058008232715403,1
1127347,"arise",2.802735727611792,18
1169935,"arises",3.455948241387440,4
1125152,"arising",2.610850201372575,28
1153321,"arithmetic",2.978826986667474,12
1225895,"arithmetical",3.455948241387440,4
1115696,"arizona",3.756978237051421,2
1131951,"arm",2.881916973659531,15
1200701,"armatur",4.058008232715403,1
1310645,"armature",3.756978237051421,2
1219336,"armatures",3.756978237051421,2
1195986,"armco",4.058008232715403,1
1124017,"arms",3.058008232715403,10
1337573,"arnolds",4.058008232715403,1
1171445,"aromatic",3.756978237051421,2
1110137,"around",2.231933430013968,67
1383972,"arran",4.058008232715403,1
1139495,"arranged",2.526529315672463,34
1110758,"arrangement",2.012685253924679,111
1110539,"arrangements",2.144194380330166,82
1231748,"arranging",3.212910192701070,7
1133698,"array",2.696280396697582,23
1120392,"arrays",2.978826986667474,12
1145319,"arrival",2.853888250059478,16
1171604,"arrive",3.580886977995664,3
1409612,"arrived",4.058008232715403,1
1215808,"arriving",3.279856982331683,6
1375736,"arrow",4.058008232715403,1
1229846,"arsenic",4.058008232715403,1
1114236,"arsenide",3.580886977995664,3
1164841,"art",3.455948241387440,4
1446980,"arthur",4.058008232715403,1
1181585,"article",3.455948241387440,4
1165050,"articles",3.580886977995664,3
1286146,"artifical",3.756978237051421,2
1108745,"artificial",1.940736937058840,131
1109455,"artificially",3.359038228379384,5
1107030,"as",0.910022912023313,1406
1183691,"ascending",3.580886977995664,3
1297292,"ascension",3.756978237051421,2
1218196,"ascent",3.455948241387440,4
1374522,"ascents",4.058008232715403,1
1368661,"ascertain",4.058008232715403,1
1409602,"ascertained",4.058008232715403,1
1186311,"aschermann",4.058008232715403,1
1134124,"ascribed",2.802735727611792,18
1395032,"ascribing",4.058008232715403,1
1137317,"asia",3.580886977995664,3
1450263,"asiago",4.058008232715403,1
1245243,"aso",3.756978237051421,2
1111605,"aspecst",4.058008232715403,1
1115570,"aspect",2.944064880408148,13
1108083,"aspects",2.219159141977045,69
1369571,"aspherical",4.058008232715403,1
1370960,"aspinall",4.058008232715403,1
1319707,"assadourian",4.058008232715403,1
1261351,"assemblage",4.058008232715403,1
1364850,"assemble",4.058008232715403,1
1165071,"assembled",3.279856982331683,6
1263812,"assembler",4.058008232715403,1
1213549,"assemblies",3.103765723275774,9
1150401,"assembly",2.735788937981407,21
1135952,"asserted",4.058008232715403,1
1161109,"assess",3.455948241387440,4
1221055,"assessed",3.279856982331683,6
1128362,"assessing",3.455948241387440,4
1111766,"assessment",3.016615547557177,11
1213454,"assigned",3.279856982331683,6
1371007,"assigning",4.058008232715403,1
1151185,"assignments",4.058008232715403,1
1247928,"assimilated",4.058008232715403,1
1383491,"assists",4.058008232715403,1
1108876,"associated",1.651468052280117,255
1259057,"associating",3.756978237051421,2
1108821,"association",2.526529315672463,34
1196225,"associations",4.058008232715403,1
1368509,"associative",3.756978237051421,2
1181373,"associatted",4.058008232715403,1
1180548,"assume",3.359038228379384,5
1112313,"assumed",2.113525560565234,88
1152436,"assumes",3.455948241387440,4
1107373,"assuming",1.964586547549823,124
1118584,"assumption",2.424539777135132,43
1127010,"assumptions",2.466943625688485,39
1132090,"assymetrical",4.058008232715403,1
1188055,"astable",3.154918245723459,8
1200711,"astic",4.058008232715403,1
1377878,"astral",4.058008232715403,1
1163387,"astronautical",3.756978237051421,2
1322917,"astronomers",3.756978237051421,2
1112449,"astronomical",2.827559311337091,17
1322909,"astronomie",4.058008232715403,1
1119073,"astronomy",2.206749883993857,71
1150501,"astrophysical",3.359038228379384,5
1138467,"asymmetric",3.058008232715403,10
1110917,"asymmetrical",2.595610234815497,29
1174079,"asymmetrically",3.455948241387440,4
1116336,"asymmetry",2.610850201372575,28
1114920,"asymptotic",2.660068224043365,25
1172962,"asymptotically",3.580886977995664,3
1124198,"asynchronous",3.279856982331683,6
1107753,"at",0.647737268444522,2572
1123869,"atcut",4.058008232715403,1
