idquery,"term",tf,tf1
10,"in",1,1.000000000000000
10,"instantaneous",1,1.000000000000000
10,"methods",1,1.000000000000000
10,"of",1,1.000000000000000
10,"power",1,1.000000000000000
10,"reactive",1,1.000000000000000
11,"breaker",1,1.000000000000000
11,"circuit",1,1.000000000000000
11,"contacts",1,1.000000000000000
11,"effect",1,1.000000000000000
11,"of",1,1.000000000000000
11,"on",1,1.000000000000000
11,"oxidation",1,1.000000000000000
11,"the",1,1.000000000000000
12,"for",1,1.000000000000000
12,"frequency",1,1.000000000000000
12,"high",1,1.000000000000000
12,"highly",1,1.000000000000000
12,"independent",1,1.000000000000000
12,"methods",1,1.000000000000000
12,"oscillators",1,1.000000000000000
12,"stable",1,1.000000000000000
12,"temperature",1,1.000000000000000
12,"tuning",1,1.000000000000000
13,"amplifiers",1,1.000000000000000
13,"and",1,1.000000000000000
13,"band",1,1.000000000000000
13,"design",1,1.000000000000000
13,"expressions",1,1.000000000000000
13,"for",1,1.000000000000000
13,"graphs",1,1.000000000000000
13,"mathematical",1,1.000000000000000
13,"of",1,1.000000000000000
13,"pass",1,1.000000000000000
13,"the",1,1.000000000000000
13,"transistorised",1,1.000000000000000
13,"tuned",1,1.000000000000000
14,"a",1,1.000000000000000
14,"approach",1,1.000000000000000
14,"attenuation",1,1.000000000000000
14,"block",1,1.000000000000000
14,"characteristics",1,1.000000000000000
14,"diagram",1,1.000000000000000
14,"filters",1,1.000000000000000
14,"having",1,1.000000000000000
14,"high",1,1.000000000000000
14,"of",1,1.000000000000000
14,"synthesis",1,1.000000000000000
14,"using",1,1.000000000000000
15,"connected",1,1.000000000000000
15,"current",1,1.000000000000000
15,"elements",1,1.000000000000000
15,"in",2,2.000000000000000
15,"networks",1,1.000000000000000
15,"nonlinear",1,1.000000000000000
15,"of",1,1.000000000000000
15,"parallel",1,1.000000000000000
15,"relationships",1,1.000000000000000
15,"voltage",1,1.000000000000000
16,"and",1,1.000000000000000
16,"approximating",1,1.000000000000000
16,"capacitive",1,1.000000000000000
16,"circuits",1,1.000000000000000
16,"for",1,1.000000000000000
16,"frequency",1,1.000000000000000
16,"inductive",1,1.000000000000000
16,"methods",1,1.000000000000000
16,"of",1,1.000000000000000
16,"phase",1,1.000000000000000
16,"relationships",1,1.000000000000000
16,"resistive",2,2.000000000000000
16,"the",1,1.000000000000000
17,"and",1,1.000000000000000
17,"earths",1,1.000000000000000
17,"exosphere",1,1.000000000000000
17,"field",1,1.000000000000000
17,"fluctuations",1,1.000000000000000
17,"hydromagnetic",1,1.000000000000000
17,"in",2,2.000000000000000
17,"magnetic",1,1.000000000000000
17,"observations",1,1.000000000000000
17,"of",2,2.000000000000000
17,"propagation",1,1.000000000000000
17,"rapid",1,1.000000000000000
17,"relation",1,1.000000000000000
17,"the",3,3.000000000000000
17,"their",1,1.000000000000000
17,"to",1,1.000000000000000
17,"waves",1,1.000000000000000
18,"diurnal",1,1.000000000000000
18,"earths",1,1.000000000000000
18,"field",1,1.000000000000000
18,"fluctuations",1,1.000000000000000
18,"in",1,1.000000000000000
18,"magnetic",1,1.000000000000000
18,"of",1,1.000000000000000
18,"the",1,1.000000000000000
18,"variations",1,1.000000000000000
19,"analysis",1,1.000000000000000
19,"earths",1,1.000000000000000
19,"field",1,1.000000000000000
19,"harmonic",1,1.000000000000000
19,"magnetic",1,1.000000000000000
19,"of",1,1.000000000000000
19,"spherical",1,1.000000000000000
19,"the",1,1.000000000000000
20,"atmosphere",1,1.000000000000000
20,"components",1,1.000000000000000
20,"conductivity",1,1.000000000000000
20,"derivation",1,1.000000000000000
20,"electrical",1,1.000000000000000
20,"in",1,1.000000000000000
20,"of",2,2.000000000000000
20,"the",3,3.000000000000000
20,"upper",1,1.000000000000000
21,"absorption",1,1.000000000000000
21,"cosmic",1,1.000000000000000
21,"effects",1,1.000000000000000
21,"flares",1,1.000000000000000
21,"in",1,1.000000000000000
21,"ionosphere",1,1.000000000000000
21,"noise",1,1.000000000000000
21,"of",2,2.000000000000000
21,"on",1,1.000000000000000
21,"radio",1,1.000000000000000
21,"solar",1,1.000000000000000
21,"the",3,3.000000000000000
22,"atmosphere",1,1.000000000000000
22,"current",1,1.000000000000000
22,"determination",1,1.000000000000000
22,"during",1,1.000000000000000
22,"in",1,1.000000000000000
22,"magnetic",1,1.000000000000000
22,"of",1,1.000000000000000
22,"storms",1,1.000000000000000
22,"systems",1,1.000000000000000
22,"the",2,2.000000000000000
22,"upper",1,1.000000000000000
23,"disc",1,1.000000000000000
23,"distribution",1,1.000000000000000
23,"during",1,1.000000000000000
23,"eclipses",1,1.000000000000000
23,"giving",1,1.000000000000000
23,"in",1,1.000000000000000
23,"microwave",1,1.000000000000000
23,"observations",1,1.000000000000000
23,"of",2,2.000000000000000
23,"on",1,1.000000000000000
23,"range",1,1.000000000000000
23,"sources",1,1.000000000000000
23,"sun",1,1.000000000000000
23,"the",4,4.000000000000000
24,"interferometers",1,1.000000000000000
24,"observations",1,1.000000000000000
24,"of",1,1.000000000000000
24,"radio",1,1.000000000000000
24,"sun",1,1.000000000000000
24,"the",1,1.000000000000000
24,"using",1,1.000000000000000
25,"and",1,1.000000000000000
25,"corona",1,1.000000000000000
25,"electromagnetic",1,1.000000000000000
25,"equations",1,1.000000000000000
25,"governing",1,1.000000000000000
25,"hydromagnetic",1,1.000000000000000
25,"in",1,1.000000000000000
25,"of",1,1.000000000000000
25,"propagation",1,1.000000000000000
25,"solar",1,1.000000000000000
25,"the",2,2.000000000000000
25,"waves",1,1.000000000000000
26,"and",1,1.000000000000000
26,"corona",1,1.000000000000000
26,"density",1,1.000000000000000
26,"estimates",1,1.000000000000000
26,"in",1,1.000000000000000
26,"ionization",1,1.000000000000000
26,"of",2,2.000000000000000
26,"solar",1,1.000000000000000
26,"temperature",1,1.000000000000000
26,"the",2,2.000000000000000
27,"abstracts",1,1.000000000000000
27,"discharges",1,1.000000000000000
27,"lightning",1,1.000000000000000
27,"of",1,1.000000000000000
27,"on",1,1.000000000000000
27,"please",1,1.000000000000000
27,"send",1,1.000000000000000
27,"source",1,1.000000000000000
27,"spectra",1,1.000000000000000
27,"the",1,1.000000000000000
28,"a",1,1.000000000000000
28,"cavity",1,1.000000000000000
28,"distortions",1,1.000000000000000
28,"effect",1,1.000000000000000
28,"in",1,1.000000000000000
28,"of",2,2.000000000000000
28,"resonator",1,1.000000000000000
28,"small",1,1.000000000000000
28,"surface",1,1.000000000000000
28,"the",2,2.000000000000000
29,"by",1,1.000000000000000
29,"determination",1,1.000000000000000
29,"individual",1,1.000000000000000
29,"meteors",1,1.000000000000000
29,"methods",1,1.000000000000000
29,"of",2,2.000000000000000
29,"orbits",1,1.000000000000000
29,"radio",1,1.000000000000000
29,"the",2,2.000000000000000
30,"back",1,1.000000000000000
30,"by",1,1.000000000000000
30,"determination",1,1.000000000000000
30,"in",1,1.000000000000000
30,"ion",1,1.000000000000000
30,"ionosphere",1,1.000000000000000
30,"masses",1,1.000000000000000
30,"of",2,2.000000000000000
30,"radio",1,1.000000000000000
30,"scattered",1,1.000000000000000
30,"study",1,1.000000000000000
30,"the",3,3.000000000000000
30,"waves",1,1.000000000000000
31,"emitted",1,1.000000000000000
31,"frequency",1,1.000000000000000
31,"from",1,1.000000000000000
31,"high",1,1.000000000000000
31,"jupiter",1,1.000000000000000
31,"of",2,2.000000000000000
31,"planet",1,1.000000000000000
31,"radio",1,1.000000000000000
31,"source",1,1.000000000000000
31,"studies",1,1.000000000000000
31,"the",2,2.000000000000000
31,"theoretical",1,1.000000000000000
31,"waves",1,1.000000000000000
32,"and",1,1.000000000000000
32,"discharges",1,1.000000000000000
32,"lightning",1,1.000000000000000
32,"observations",1,1.000000000000000
32,"of",1,1.000000000000000
32,"simultaneous",1,1.000000000000000
32,"whistlers",1,1.000000000000000
33,"before",1,1.000000000000000
33,"frequency",1,1.000000000000000
33,"ground",1,1.000000000000000
33,"height",1,1.000000000000000
33,"in",2,2.000000000000000
33,"low",2,2.000000000000000
33,"of",2,2.000000000000000
33,"or",1,1.000000000000000
33,"period",1,1.000000000000000
33,"radio",1,1.000000000000000
33,"reflection",1,1.000000000000000
33,"sunrise",1,1.000000000000000
33,"the",2,2.000000000000000
33,"variations",1,1.000000000000000
33,"very",1,1.000000000000000
33,"waves",1,1.000000000000000
34,"and",1,1.000000000000000
34,"collision",1,1.000000000000000
34,"cross",1,1.000000000000000
34,"densities",1,1.000000000000000
34,"determination",1,1.000000000000000
34,"electron",1,1.000000000000000
34,"frequencies",1,1.000000000000000
34,"in",1,1.000000000000000
34,"ionospheric",2,2.000000000000000
34,"modulation",1,1.000000000000000
34,"of",2,2.000000000000000
34,"the",2,2.000000000000000
34,"use",1,1.000000000000000
35,"drifts",1,1.000000000000000
35,"equator",1,1.000000000000000
35,"ionospheric",1,1.000000000000000
35,"measurements",1,1.000000000000000
35,"near",1,1.000000000000000
35,"of",1,1.000000000000000
35,"the",1,1.000000000000000
36,"analogue",1,1.000000000000000
36,"atmosphere",1,1.000000000000000
36,"computers",1,1.000000000000000
36,"in",1,1.000000000000000
36,"of",1,1.000000000000000
36,"the",1,1.000000000000000
36,"theory",1,1.000000000000000
36,"upper",1,1.000000000000000
36,"use",1,1.000000000000000
37,"in",1,1.000000000000000
37,"investigations",1,1.000000000000000
37,"lunar",1,1.000000000000000
37,"moons",1,1.000000000000000
37,"nature",1,1.000000000000000
37,"of",3,3.000000000000000
37,"radio",1,1.000000000000000
37,"reflections",1,1.000000000000000
37,"surface",1,1.000000000000000
37,"the",3,3.000000000000000
37,"use",1,1.000000000000000
38,"altitude",1,1.000000000000000
38,"and",1,1.000000000000000
38,"balloon",1,1.000000000000000
38,"between",1,1.000000000000000
38,"comparison",1,1.000000000000000
38,"cosmic",1,1.000000000000000
38,"ground",1,1.000000000000000
38,"high",1,1.000000000000000
38,"level",1,1.000000000000000
38,"on",1,1.000000000000000
38,"ray",1,1.000000000000000
38,"references",1,1.000000000000000
38,"results",1,1.000000000000000
38,"what",1,1.000000000000000
39,"aurora",1,1.000000000000000
39,"experiments",1,1.000000000000000
39,"in",1,1.000000000000000
39,"model",1,1.000000000000000
39,"on",1,1.000000000000000
39,"references",1,1.000000000000000
39,"what",1,1.000000000000000
40,"cosmic",1,1.000000000000000
40,"integral",1,1.000000000000000
40,"of",1,1.000000000000000
40,"on",1,1.000000000000000
40,"primary",1,1.000000000000000
40,"rays",1,1.000000000000000
40,"references",1,1.000000000000000
40,"spectrum",1,1.000000000000000
40,"what",1,1.000000000000000
41,"computer",1,1.000000000000000
41,"ferromagnetic",1,1.000000000000000
41,"for",1,1.000000000000000
41,"stores",1,1.000000000000000
41,"techniques",1,1.000000000000000
42,"by",1,1.000000000000000
42,"computer",1,1.000000000000000
42,"differential",1,1.000000000000000
42,"equations",1,1.000000000000000
42,"of",1,1.000000000000000
42,"solution",1,1.000000000000000
43,"analogue",1,1.000000000000000
43,"boundary",1,1.000000000000000
43,"computers",2,2.000000000000000
43,"digital",1,1.000000000000000
43,"efficiency",1,1.000000000000000
43,"in",1,1.000000000000000
43,"of",2,2.000000000000000
43,"problems",1,1.000000000000000
43,"solution",1,1.000000000000000
43,"the",1,1.000000000000000
43,"value",1,1.000000000000000
43,"versus",1,1.000000000000000
44,"checking",1,1.000000000000000
44,"computers",1,1.000000000000000
44,"digital",1,1.000000000000000
44,"error",1,1.000000000000000
44,"in",1,1.000000000000000
44,"methods",1,1.000000000000000
44,"of",1,1.000000000000000
45,"a",1,1.000000000000000
45,"canonical",1,1.000000000000000
45,"form",1,1.000000000000000
45,"function",1,1.000000000000000
45,"given",1,1.000000000000000
45,"in",1,1.000000000000000
45,"logical",1,1.000000000000000
45,"methods",1,1.000000000000000
45,"minimal",1,1.000000000000000
45,"nets",1,1.000000000000000
45,"of",1,1.000000000000000
45,"producing",1,1.000000000000000
46,"a",1,1.000000000000000
46,"adder",1,1.000000000000000
46,"and",1,1.000000000000000
46,"arithmetic",1,1.000000000000000
46,"as",1,1.000000000000000
46,"computer",1,1.000000000000000
46,"digital",1,1.000000000000000
46,"in",1,1.000000000000000
46,"including",1,1.000000000000000
46,"parallel",1,1.000000000000000
46,"registers",1,1.000000000000000
46,"required",1,1.000000000000000
46,"serial",1,1.000000000000000
46,"shift",1,1.000000000000000
46,"units",1,1.000000000000000
47,"amplifiers",1,1.000000000000000
47,"design",1,1.000000000000000
47,"drift",1,1.000000000000000
47,"information",1,1.000000000000000
47,"low",1,1.000000000000000
47,"of",1,1.000000000000000
47,"on",1,1.000000000000000
47,"the",1,1.000000000000000
47,"transistor",1,1.000000000000000
48,"current",1,1.000000000000000
48,"high",1,1.000000000000000
48,"information",1,1.000000000000000
48,"on",1,1.000000000000000
48,"switches",1,1.000000000000000
48,"transistor",1,1.000000000000000
49,"circuits",1,1.000000000000000
49,"design",1,1.000000000000000
49,"division",1,1.000000000000000
49,"information",1,1.000000000000000
49,"multiplexing",1,1.000000000000000
49,"of",1,1.000000000000000
49,"on",1,1.000000000000000
49,"time",1,1.000000000000000
50,"available",1,1.000000000000000
50,"capacitors",1,1.000000000000000
50,"details",1,1.000000000000000
50,"low",1,1.000000000000000
50,"of",1,1.000000000000000
50,"voltage",1,1.000000000000000
51,"circuit",1,1.000000000000000
51,"components",1,1.000000000000000
51,"coupled",1,1.000000000000000
51,"design",1,1.000000000000000
51,"direct",1,1.000000000000000
51,"flip",1,1.000000000000000
51,"flops",1,1.000000000000000
51,"function",1,1.000000000000000
51,"in",1,1.000000000000000
51,"maximum",1,1.000000000000000
51,"of",2,2.000000000000000
51,"the",3,3.000000000000000
51,"to",1,1.000000000000000
51,"values",1,1.000000000000000
51,"variations",1,1.000000000000000
51,"with",1,1.000000000000000
52,"circuit",1,1.000000000000000
52,"diagrams",1,1.000000000000000
52,"film",1,1.000000000000000
52,"information",1,1.000000000000000
52,"magnetic",1,1.000000000000000
52,"memory",1,1.000000000000000
52,"of",1,1.000000000000000
52,"on",1,1.000000000000000
52,"performance",1,1.000000000000000
52,"please",1,1.000000000000000
52,"supply",1,1.000000000000000
52,"systems",1,1.000000000000000
52,"the",1,1.000000000000000
52,"typical",1,1.000000000000000
52,"with",1,1.000000000000000
53,"amplifiers",1,1.000000000000000
53,"been",1,1.000000000000000
53,"details",1,1.000000000000000
53,"done",1,1.000000000000000
53,"extend",1,1.000000000000000
53,"frequency",1,1.000000000000000
53,"has",1,1.000000000000000
53,"i",1,1.000000000000000
53,"like",1,1.000000000000000
53,"magnetic",1,1.000000000000000
53,"of",2,2.000000000000000
53,"range",1,1.000000000000000
53,"the",2,2.000000000000000
53,"to",1,1.000000000000000
53,"which",1,1.000000000000000
53,"work",1,1.000000000000000
53,"would",1,1.000000000000000
54,"at",1,1.000000000000000
54,"for",1,1.000000000000000
54,"high",1,1.000000000000000
54,"i",1,1.000000000000000
54,"information",1,1.000000000000000
54,"like",1,1.000000000000000
54,"of",1,1.000000000000000
54,"on",1,1.000000000000000
54,"range",1,1.000000000000000
54,"rates",1,1.000000000000000
54,"relays",1,1.000000000000000
54,"static",1,1.000000000000000
54,"suitable",1,1.000000000000000
54,"switching",1,1.000000000000000
54,"the",1,1.000000000000000
54,"use",1,1.000000000000000
54,"would",1,1.000000000000000
55,"am",1,1.000000000000000
55,"capable",1,1.000000000000000
55,"circuitry",1,1.000000000000000
55,"extremely",1,1.000000000000000
55,"generating",1,1.000000000000000
55,"i",1,1.000000000000000
55,"in",1,1.000000000000000
55,"interested",1,1.000000000000000
55,"narrow",1,1.000000000000000
55,"of",1,1.000000000000000
55,"pulses",1,1.000000000000000
56,"amplifiers",1,1.000000000000000
56,"and",1,1.000000000000000
56,"information",1,1.000000000000000
56,"of",1,1.000000000000000
56,"on",1,1.000000000000000
56,"parametric",1,1.000000000000000
56,"please",1,1.000000000000000
56,"supply",1,1.000000000000000
56,"the",1,1.000000000000000
56,"theory",1,1.000000000000000
56,"use",1,1.000000000000000
57,"data",1,1.000000000000000
57,"functions",1,1.000000000000000
57,"given",1,1.000000000000000
57,"networks",1,1.000000000000000
57,"of",1,1.000000000000000
57,"sampled",1,1.000000000000000
57,"synthesis",1,1.000000000000000
57,"the",1,1.000000000000000
57,"transfer",1,1.000000000000000
57,"with",1,1.000000000000000
58,"control",1,1.000000000000000
58,"elements",1,1.000000000000000
58,"in",1,1.000000000000000
58,"of",1,1.000000000000000
58,"relation",1,1.000000000000000
58,"relay",1,1.000000000000000
58,"stability",1,1.000000000000000
58,"systems",1,1.000000000000000
58,"the",1,1.000000000000000
58,"theory",1,1.000000000000000
58,"to",1,1.000000000000000
58,"with",1,1.000000000000000
59,"analysis",1,1.000000000000000
59,"computers",1,1.000000000000000
59,"data",1,1.000000000000000
59,"digital",1,1.000000000000000
59,"numerical",1,1.000000000000000
59,"obtain",1,1.000000000000000
59,"of",2,2.000000000000000
59,"power",1,1.000000000000000
59,"spectral",1,1.000000000000000
59,"the",1,1.000000000000000
59,"to",1,1.000000000000000
59,"use",1,1.000000000000000
60,"a",1,1.000000000000000
60,"circuit",1,1.000000000000000
60,"design",1,1.000000000000000
60,"for",1,1.000000000000000
60,"frequency",1,1.000000000000000
60,"generator",1,1.000000000000000
60,"low",1,1.000000000000000
60,"of",1,1.000000000000000
60,"printed",1,1.000000000000000
60,"pulse",1,1.000000000000000
60,"random",1,1.000000000000000
61,"aurora",1,1.000000000000000
61,"electric",1,1.000000000000000
61,"field",1,1.000000000000000
61,"of",1,1.000000000000000
61,"on",1,1.000000000000000
61,"references",1,1.000000000000000
61,"the",1,1.000000000000000
61,"theories",1,1.000000000000000
62,"counters",1,1.000000000000000
62,"fast",1,1.000000000000000
62,"transistor",1,1.000000000000000
63,"filters",1,1.000000000000000
63,"lattice",1,1.000000000000000
63,"low",1,1.000000000000000
63,"pass",1,1.000000000000000
64,"and",1,1.000000000000000
64,"between",1,1.000000000000000
64,"diffraction",1,1.000000000000000
64,"electromagnetic",1,1.000000000000000
64,"electron",1,1.000000000000000
64,"of",2,2.000000000000000
64,"similarities",1,1.000000000000000
64,"streams",1,1.000000000000000
64,"that",1,1.000000000000000
64,"the",1,1.000000000000000
64,"theory",1,1.000000000000000
64,"waves",1,1.000000000000000
65,"communication",1,1.000000000000000
65,"complex",1,1.000000000000000
65,"in",1,1.000000000000000
65,"networks",1,1.000000000000000
65,"of",2,2.000000000000000
65,"the",2,2.000000000000000
65,"theory",1,1.000000000000000
65,"use",1,1.000000000000000
65,"variables",1,1.000000000000000
66,"a",1,1.000000000000000
66,"beam",1,1.000000000000000
66,"behaviour",1,1.000000000000000
66,"charged",1,1.000000000000000
66,"conductors",1,1.000000000000000
66,"in",1,1.000000000000000
66,"of",3,3.000000000000000
66,"particles",1,1.000000000000000
66,"plane",1,1.000000000000000
66,"presence",1,1.000000000000000
66,"the",2,2.000000000000000
67,"a",1,1.000000000000000
67,"electrons",1,1.000000000000000
67,"field",1,1.000000000000000
67,"in",1,1.000000000000000
67,"magnetic",1,1.000000000000000
67,"moving",1,1.000000000000000
67,"of",1,1.000000000000000
67,"paths",1,1.000000000000000
67,"predicting",1,1.000000000000000
67,"the",1,1.000000000000000
67,"varying",1,1.000000000000000
68,"active",1,1.000000000000000
68,"constant",1,1.000000000000000
68,"distribution",1,1.000000000000000
68,"for",1,1.000000000000000
68,"signal",1,1.000000000000000
68,"transformer",1,1.000000000000000
68,"voltage",1,1.000000000000000
69,"active",1,1.000000000000000
69,"audio",1,1.000000000000000
69,"cut",1,1.000000000000000
69,"filter",1,1.000000000000000
69,"frequency",1,1.000000000000000
69,"off",1,1.000000000000000
69,"slope",1,1.000000000000000
69,"variable",1,1.000000000000000
69,"with",1,1.000000000000000
70,"attenuators",1,1.000000000000000
70,"frequency",1,1.000000000000000
70,"high",1,1.000000000000000
70,"ultra",1,1.000000000000000
70,"variable",1,1.000000000000000
71,"bases",1,1.000000000000000
71,"faulty",1,1.000000000000000
71,"feedback",1,1.000000000000000
71,"of",1,1.000000000000000
71,"operation",1,1.000000000000000
71,"time",1,1.000000000000000
72,"amplifiers",1,1.000000000000000
72,"capacitance",1,1.000000000000000
72,"variable",1,1.000000000000000
73,"generators",1,1.000000000000000
73,"sweep",1,1.000000000000000
73,"transistor",1,1.000000000000000
74,"advantages",1,1.000000000000000
74,"amplifiers",1,1.000000000000000
74,"of",1,1.000000000000000
74,"parametric",1,1.000000000000000
75,"linear",1,1.000000000000000
75,"networks",1,1.000000000000000
75,"optimising",1,1.000000000000000
76,"circuits",1,1.000000000000000
76,"phase",1,1.000000000000000
76,"splitting",1,1.000000000000000
76,"transistor",1,1.000000000000000
77,"effects",1,1.000000000000000
77,"emission",1,1.000000000000000
77,"in",1,1.000000000000000
77,"information",1,1.000000000000000
77,"of",1,1.000000000000000
77,"pertinent",1,1.000000000000000
77,"please",1,1.000000000000000
77,"pretreatment",1,1.000000000000000
77,"prevent",1,1.000000000000000
77,"secondary",1,1.000000000000000
77,"supply",1,1.000000000000000
77,"surface",1,1.000000000000000
77,"the",1,1.000000000000000
77,"to",2,2.000000000000000
77,"use",1,1.000000000000000
77,"valves",1,1.000000000000000
78,"about",1,1.000000000000000
78,"band",1,1.000000000000000
78,"characteristics",1,1.000000000000000
78,"data",1,1.000000000000000
78,"design",1,1.000000000000000
78,"filters",1,1.000000000000000
78,"for",1,1.000000000000000
78,"good",1,1.000000000000000
78,"have",1,1.000000000000000
78,"i",1,1.000000000000000
78,"mechanical",1,1.000000000000000
78,"of",1,1.000000000000000
78,"pass",2,2.000000000000000
78,"the",1,1.000000000000000
78,"to",1,1.000000000000000
78,"wish",1,1.000000000000000
79,"affected",1,1.000000000000000
79,"and",1,1.000000000000000
79,"at",1,1.000000000000000
79,"by",1,1.000000000000000
79,"day",1,1.000000000000000
79,"frequencies",1,1.000000000000000
79,"high",1,1.000000000000000
79,"is",1,1.000000000000000
79,"mechanisms",1,1.000000000000000
79,"of",1,1.000000000000000
79,"time",1,1.000000000000000
79,"transmission",1,1.000000000000000
79,"weather",1,1.000000000000000
79,"whereby",1,1.000000000000000
80,"about",1,1.000000000000000
80,"articles",1,1.000000000000000
80,"could",1,1.000000000000000
80,"devices",1,1.000000000000000
80,"getting",1,1.000000000000000
80,"give",1,1.000000000000000
80,"me",1,1.000000000000000
80,"metallic",1,1.000000000000000
80,"of",1,1.000000000000000
80,"please",1,1.000000000000000
80,"possibilities",1,1.000000000000000
80,"rectification",1,1.000000000000000
80,"the",1,1.000000000000000
80,"using",1,1.000000000000000
80,"you",1,1.000000000000000
81,"a",1,1.000000000000000
81,"and",1,1.000000000000000
81,"article",1,1.000000000000000
81,"calculate",1,1.000000000000000
81,"circuit",1,1.000000000000000
81,"coils",1,1.000000000000000
81,"i",1,1.000000000000000
81,"ideas",1,1.000000000000000
81,"in",1,1.000000000000000
81,"inductance",1,1.000000000000000
81,"loss",1,1.000000000000000
81,"made",1,1.000000000000000
81,"miniaturization",1,1.000000000000000
81,"or",1,1.000000000000000
81,"other",1,1.000000000000000
81,"please",1,1.000000000000000
81,"printed",1,1.000000000000000
81,"suitable",1,1.000000000000000
81,"the",1,1.000000000000000
81,"to",1,1.000000000000000
81,"using",1,1.000000000000000
81,"wish",1,1.000000000000000
82,"analysis",1,1.000000000000000
82,"nonlinear",1,1.000000000000000
82,"of",1,1.000000000000000
82,"phase",1,1.000000000000000
82,"plane",1,1.000000000000000
82,"systems",1,1.000000000000000
82,"techniques",1,1.000000000000000
82,"using",1,1.000000000000000
83,"amplifiers",1,1.000000000000000
83,"gain",1,1.000000000000000
83,"high",2,2.000000000000000
83,"impedance",1,1.000000000000000
83,"low",1,1.000000000000000
83,"miniature",1,1.000000000000000
83,"noise",1,1.000000000000000
84,"characteristics",1,1.000000000000000
84,"control",1,1.000000000000000
84,"of",1,1.000000000000000
84,"sampling",1,1.000000000000000
84,"servo",1,1.000000000000000
84,"systems",1,1.000000000000000
85,"analogue",1,1.000000000000000
85,"density",1,1.000000000000000
85,"distribution",1,1.000000000000000
85,"obtained",1,1.000000000000000
85,"power",1,1.000000000000000
85,"spectral",1,1.000000000000000
85,"techniques",1,1.000000000000000
85,"using",1,1.000000000000000
86,"amplifier",1,1.000000000000000
86,"analogue",1,1.000000000000000
86,"high",2,2.000000000000000
86,"impedance",1,1.000000000000000
86,"input",1,1.000000000000000
86,"stability",1,1.000000000000000
86,"transistorised",1,1.000000000000000
87,"a",2,2.000000000000000
87,"at",1,1.000000000000000
87,"critical",1,1.000000000000000
87,"discontinuity",1,1.000000000000000
87,"electronic",1,1.000000000000000
87,"heat",1,1.000000000000000
87,"of",1,1.000000000000000
87,"showing",1,1.000000000000000
87,"specific",1,1.000000000000000
87,"superconducting",1,1.000000000000000
87,"superconductor",1,1.000000000000000
87,"temperature",1,1.000000000000000
87,"the",1,1.000000000000000
88,"a",1,1.000000000000000
88,"abstract",1,1.000000000000000
